model,index,Age,Workclass,Education-Num,MaritalStatus,Occupation,Relationship,Race,Sex,CapitalGain,CapitalLoss,Hoursperweek,Country
lime,0,-1.6467266049898632,-0.28169507484012557,0.2490000225987374,0.234221982767962,0.1680444958739124,-0.09893955164487964,0.06612371955067099,-0.02481086253049254,-0.024130843029667226,0.012359975748437986,0.0,0.0
lime,1,-1.6428989177952185,0.5671710360044561,0.2893690202010939,0.25083306762371166,-0.14486825077689447,-0.13513429626016057,0.10419412321535802,0.0281242494718173,-0.019704168943407215,-0.003864184216814077,0.0,0.0
lime,2,-1.6569350689112143,-0.5611925940752622,0.4488623806025437,-0.28640014289916316,-0.2246458420511154,-0.18659360173190342,0.12516708460303363,0.07747986493884246,0.03895771782492514,-0.030830028188292908,0.0,0.0
lime,3,-1.7655905477432319,-0.523412044592539,-0.522159761360686,-0.43224676515027244,-0.28169973096163436,-0.18484294592610714,-0.03602182620458856,-0.03539934358344519,0.030667919105531734,0.025781321600623706,0.0,0.0
lime,4,-1.5540390480040682,0.5769809683918842,0.42084060188895733,0.3462687367984623,-0.2961506809345626,-0.28775129168813945,0.17354677505812383,0.0799151251404494,0.02891542088796427,0.0019391388840645442,0.0,0.0
lime,5,-1.7135895730048272,0.548122149863402,-0.43615720350210707,0.34246463649706044,0.29082932938885564,-0.18640526331125853,-0.15920707242406373,0.0499349972163527,-0.037827079441830995,-0.024049713519355784,0.0,0.0
lime,6,-1.6727048540851301,-0.5439416962460425,-0.5208656037743546,0.3071794033189756,-0.19488593227359116,-0.1805656354264214,-0.14580651966400562,0.06292486246145501,0.014684562529315874,-0.00971836400582284,0.0,0.0
lime,7,-1.6624941219006886,-0.5004170573661113,0.4217747993773929,-0.271215412968706,0.2605819988781322,-0.21328399876784013,0.161292988663814,0.06749077951545113,-0.016078517052218407,0.006456874619415045,0.0,0.0
lime,8,-1.6960630569107342,-0.5542552432624882,-0.2973634435369817,-0.17399617632402392,0.1610544043496943,0.15843036333906155,-0.12955882227679524,-0.05673591556802706,-0.045288210603527716,-0.03567626422630249,0.0,0.0
lime,9,1.6306910495075002,0.5292115064964782,0.290125655928451,-0.2599919709578143,0.22975780345180136,-0.21975054830985746,-0.15703004142174057,0.07180826453518424,-0.011459225029800109,-0.006989622219472574,0.0,0.0
lime,10,-1.582215764718132,0.547146204751357,0.4343232520104107,-0.2797922969273301,-0.23439319741135387,-0.1563723631866772,0.07595497346173659,-0.056409803445076165,-0.029625409372520232,0.021226503393250287,0.0,0.0
lime,11,-1.544394631883535,-0.5658144321842632,0.35784614445620483,0.2985563849820682,-0.20809341839731355,0.06385221246057289,0.04833500954507574,-0.047018962976866766,0.020571219265884115,-0.0028473933549966477,0.0,0.0
lime,12,-1.6756581502305354,0.5658267781960753,-0.4114158237294941,0.2699978599294456,-0.1749973606381127,0.13278278115644057,0.08621308988285736,-0.01837297309208512,0.005395933377082859,-0.004401684045132558,0.0,0.0
lime,13,-1.635400936969534,0.5642630647796665,-0.42514597880343125,-0.25780938879653287,0.23268654300739092,-0.20749185976652584,-0.18108224588685196,-0.06370957064804669,0.024669502647367263,0.0036690203586359094,0.0,0.0
lime,14,-1.539245775440422,-0.5214602799134189,0.41770952682291745,0.2947611251570134,-0.2479280292902023,-0.15091338392307385,0.07872338799410403,0.06158727270440985,0.018778570908364076,-0.008573252860342414,0.0,0.0
lime,15,1.6793269730397307,-0.5729648087984295,-0.26302643212696813,-0.19899100508100673,0.18238583155551896,0.1607678607508236,-0.14914471922275108,-0.03845057436920634,0.009316370733392747,0.004675948888770725,0.0,0.0
lime,16,-1.5647413466813718,-0.5142948823304732,-0.20936087773517928,0.16158909349814046,0.12764464339627526,-0.11173446117985,-0.0760596525599709,0.014584788477864654,-0.014300582533480962,0.01374290722910915,0.0,0.0
lime,17,-1.5833623027209975,-0.5573495523047142,0.2348426648129153,0.1598326471665541,0.15883216351815907,-0.14061196341423604,-0.10481243630955316,-0.026803852406295507,0.015496645929728142,0.004725161768654072,0.0,0.0
lime,18,-1.6005950001173923,-0.5303467240453134,-0.27352552170763095,-0.24028319962712835,-0.13277805361598646,-0.07640505208355414,0.05957906284344652,0.0281393058289425,-0.008782725437195838,0.0063700795688833006,0.0,0.0
lime,19,-1.646567617973262,-0.4143628857220348,-0.2760858209190494,0.25009910038575395,-0.2145616118582935,0.17193213790401984,-0.1284772510045531,-0.054561779097549834,-0.029715301693435787,0.004782728607279403,0.0,0.0
lime,20,-1.624343717301465,-0.2767516401455967,-0.198810675693628,0.1666448814790316,0.16181708355927715,-0.12163136515067344,-0.04357507535647795,-0.03203400161988927,-0.013778383846654302,-0.011849741369428854,0.0,0.0
lime,21,-1.7570759449221924,-0.26822819927516683,-0.20085100822718518,-0.16505761128755297,0.13478356072804007,-0.13060706714601464,0.0761836975788693,0.026301192099328335,-0.014438721348174987,-0.013026989613548206,0.0,0.0
lime,22,-1.6029949826210954,-0.5386960310393841,-0.5309599198132474,-0.2981916700340279,-0.16092779459893608,0.1420825493494639,-0.088053899762122,-0.039324864838140815,0.0198279191076255,0.012102302423097427,0.0,0.0
