model,index,Age,Workclass,Education-Num,MaritalStatus,Occupation,Relationship,Race,Sex,CapitalGain,CapitalLoss,Hoursperweek,Country
shap,0,0.14381849771442004,0.0,0.05661122617052769,0.03738945608949219,0.12403195937997706,-0.2239573678261718,0.0012483627837186206,-0.0074361756400078555,-0.07810711751955976,0.06541573077455504,0.027025872644336812,-0.0018381244368775584
shap,1,0.18984926565244314,-0.008501988584034975,0.2749570738601037,0.03452437756817467,0.0941539811603175,-0.1770722262333089,0.0036007533793075974,0.0031913416148195983,-0.07754364173141265,-0.01937680039095041,0.16973390194999172,0.00046330514478448714
shap,2,-0.4395820028864048,0.00016301625414494314,0.04905435520645228,0.08197843119368313,-0.10056308524071432,0.22624335140294097,0.001054469937824265,0.003294098371628404,-0.08675632314204229,-0.012671114536156297,-0.07052549895421395,-0.0015096649011108743
shap,3,-0.4316705695915133,0.0,-0.21881610575798438,-0.10243058606887767,0.13409464226369616,-0.3003583211828662,0.0,0.005214354552096179,-0.08636682387959671,-0.013295910330464178,0.0032408173736300228,0.0
shap,4,0.2888304968659875,0.0,0.3290995858638991,0.06063040346310705,0.01918291847194964,0.23233141523600775,0.0,0.002566789890064758,-0.08518613209288961,0.0,-0.5650297553615864,0.0
shap,5,0.19854355690195516,-0.020126079071064534,0.28930952439772006,0.03085577745299107,0.08355966053483847,-0.21672825986433003,0.0037464678482850705,-0.014673761462719755,-0.08060683751838438,-0.015899988294957895,0.14400891314598652,0.0
shap,6,-0.4092005952263086,0.0,-0.06985423960325049,0.08168102238251124,-0.09629357978445283,0.03955105787788155,0.0009115547392871265,0.0035971622550656362,-0.08361721729863478,-0.018548011969733935,0.1455540907665861,-0.0004359687609530871
shap,7,0.21176318198322874,-0.0006332997195858114,-0.041922621838785604,0.07213630379981746,0.044557506430945706,0.19810378119860803,0.0018281064999771668,0.0026058153109604285,-0.08342754840723893,-0.009160638357604556,0.04059598132626241,0.0
shap,8,-0.6117211194093816,0.002845004125770767,0.0408940785521249,-0.1110885844799252,0.013968613558104193,0.05462799415744546,0.003249358429905924,-0.006574698164461601,-0.08718442880295374,-0.014752181929095887,-0.5300914025316066,-0.0038212136043080935
shap,9,0.19535538658166,0.0031868876665130095,0.30368752057896864,0.06822049997311051,0.07941351480192071,0.31587172503550576,0.0,-0.00898650973429531,0.514229532706768,-0.004744254250608092,-0.004730806736733539,0.0
shap,10,-0.02093677796224168,0.0,0.3393980370268538,0.07428329483400763,0.09434324478273576,0.1768149396508812,0.0011887388247673186,0.0022504701873043848,-0.08216922879250843,-0.010996260800321345,-0.004638488221178794,-0.0009100250849189973
shap,11,-0.0012473585556406347,-0.006814185957546612,-0.03866051326132933,0.07118696607327786,-0.004047658907985585,0.3072192831289303,0.002067804752942423,-0.00737198670971792,-0.08123275220475476,-0.016181276665197197,0.1593959624759253,0.001546358478610066
shap,12,0.20958098347890136,-0.01086605747406641,0.29078777679721,0.030064586988910416,0.10569562803706792,-0.22524725855920655,0.002352646228669153,0.00624876124805622,-0.080378647503906,-0.011101453656502724,0.09166738547938114,0.0026531486539222437
shap,13,0.2611585014750115,0.0,0.37317978582572076,-0.07610765587201691,-0.34320658714411073,-0.29040287078545385,0.0037099360281520177,0.004714315912214045,-0.08782972015846081,-0.005519971418918358,-0.33599661908670925,0.0
shap,14,0.1986027399574479,0.0013599343898682854,-0.43129503557696697,0.0754069960810841,-0.0075898069699243415,0.21945165859242263,0.0023843491698687033,0.0019264015754807563,-0.08368865321636676,-0.011029668142359086,0.03986830730484683,0.0
shap,15,-0.664830923848555,0.0030491739076192095,0.03626862839805152,-0.11786440756422523,0.13875457739974828,0.04593463745728735,0.0,0.003906549256043685,0.08403627806348593,-0.016351485638939345,-0.41074967567083503,0.0
shap,16,-0.28630093904304726,0.0,0.05523663002933013,-0.11020942511271536,-0.2057959451992549,-0.11115454705672308,-0.005910835892180943,0.0016083706586350888,-0.08503054182961396,-0.015817970701145212,0.07718619854377451,0.007073581899518122
shap,17,0.20996934333762737,0.0009241071869547472,-0.0590502501675296,-0.08095001285854561,0.01609340110194213,-0.2154046689951556,0.001965109895153007,-0.0071867902383943305,-0.0864627270944812,-0.012419848817111168,0.09640470774583049,-0.0006000572966614048
shap,18,-0.044857733517409654,0.0021031110456691815,-0.21030682828980432,0.04875379152543033,-0.04538355852953202,-0.2578137292375234,-0.017345807070933805,-0.008248433965375945,-0.08941660212792718,-0.010834514565020437,0.021186004517495804,-0.000616697085445983
shap,19,0.2639543288885064,0.0017013679669673487,0.06209606578206184,-0.07847890875788752,-0.09434470258056607,-0.25082880644664196,0.002906292570418356,0.006215659213874743,-0.08526249556041651,-0.008139554394399423,0.034338943246734824,-0.0002595545653024667
shap,20,-0.0971003986223296,0.0001157394625652397,0.058406496825010826,-0.11622139023108373,0.01525560073055663,-0.1083356690490784,0.0004896913205636733,-0.0040507696581888325,-0.08538174958965172,-0.011470767120376646,0.023132905865182823,0.002970582497974106
shap,21,0.0649297710256299,0.0005877209188342447,0.1679704929786969,0.055985396881015406,0.1023878226101268,0.05298504166636686,-0.01450813620994898,0.002521824634290931,-0.0829657533817178,-0.008465258991352448,0.045395856340334606,-0.0006967791906223875
shap,22,-0.6988440796270248,0.0,-0.3349489224879775,-0.11764757761784528,0.015000959253607227,0.05865196741853548,0.002116516777994515,-0.007541925929425708,-0.08682582740641587,-0.018175693129314885,-0.07234523251142977,3.7679023830339275e-05
shap,23,0.12434538462593965,0.0,-0.06062928381529567,0.04728142209267993,-0.02872736219134174,-0.23484612116381595,-0.014363846649672857,-0.007274929980242081,-0.08757999313120608,-0.009421776480314364,0.029902473206676244,-0.001426696107867026
shap,24,-0.5141170986397633,0.0,0.038093192343792444,-0.11739184873511105,0.015232965320344861,-0.11702669123378905,0.0,-0.006372531599203822,-0.0864272371111725,-0.01656710161145887,0.008022675171518896,-0.0024111314396046968
shap,25,-0.3876107527601452,0.0,-0.06961072870978047,0.07810605818677323,-0.23351853309914022,0.22931020742347047,-0.012582966147971372,0.003770308629385599,-0.08665138092096106,-0.013796504091893258,0.022892386451212887,-0.001156247145666256
shap,26,0.27107386709986714,0.0,-0.05712102551519546,0.0508155511829777,0.015030121321314038,0.22836498139164638,0.0,0.004734857997866659,-0.07757432823345048,0.12800652559418452,-0.1767522682686009,0.0
shap,27,0.34887732317386655,-0.009564895278923041,-0.8789354249236006,0.040913239285424646,-0.10011344784127685,-0.09925376918221046,-0.022079299208676045,-0.0122657545482108,-0.08618088252841383,-0.014117904017698857,0.011711337955790602,-0.00179939370253146
shap,28,0.21306328225409066,-0.0025703359476239307,0.2456392402827618,0.0610073877244971,0.10953255287723633,0.15748105627736853,0.0035625889611300143,0.004067955583732019,-0.07880415982780531,-0.014283765463755926,0.08312251848232499,0.0
shap,29,0.266408236364306,0.001959575392328411,-0.04552653336524569,0.06729154667416298,-0.038875535091571545,0.20007868233040343,0.0021482572991488452,0.003840881629908255,-0.08424485952793526,-0.01004790824370494,0.029176781489922532,-0.000245503121012014
shap,30,0.18839732592502978,0.0012830615701432194,0.14619368506342362,0.04675345372240876,0.11993753561180759,0.049565508163701116,-0.019711338331202324,-0.007623867918861285,-0.08160605548825517,-0.009972681687965279,0.04222008155759771,0.0
shap,31,-0.2776338468054522,0.0018358905024093986,0.058465316781533355,0.08574027341120832,0.016853573119723998,0.2144847892021004,0.0013878867799048747,0.0031895690318457653,-0.08298423845675483,-0.013802152739750495,0.083462706261082,-0.0016228572002891378
shap,32,0.21143051124934265,-0.002189550868195743,0.04984890704218687,0.05804384232092877,-0.11334819598270468,0.15179133651783888,0.0010053958726960396,0.003877138407889086,-0.08406943951977869,-0.01639319834201977,0.12860678249260438,0.0
shap,33,-0.5759274046926229,0.0,0.039593734879584834,-0.1145262543412842,-0.09669052721293625,0.05587821329100503,0.0,0.0017719529393752833,-0.08947873399356526,-0.011615390712353305,-0.4280865851276172,-0.003387151854651993
shap,34,0.0811419258951275,0.0018790551842087291,0.23388723734391104,0.07529731348148043,0.023667728313346306,0.17368021737927727,0.0017986682388880793,0.0021721124166383943,-0.08097430104636871,-0.013168107465157008,0.09079382944142506,0.0
shap,35,0.33677631916712264,0.0,-0.06105871847434858,-0.002475181381000867,-0.0933539611138305,-0.27840949518095515,0.0,-0.013034601116512888,-0.09029167245853714,-0.006893024431961154,-0.2812914483976472,-0.000966970660905897
shap,36,-0.38711328391333916,0.0,0.38207118343387114,-0.09752613109631131,0.0922601175434807,-0.2650345993158087,0.0,-0.01268309132129346,-0.08004093932254869,-0.010572230574363243,-0.0454435573783734,-0.0010820276821223995
shap,37,-0.036565223770079425,-0.009825645643497555,0.29084381421383576,0.079295086368512,0.09613923838994667,0.3420474742291175,0.0,-0.005214148288963827,-0.08174084528653681,-0.010763002658038312,-0.02748006738156583,-0.0005372745266353229
shap,38,-0.21354310722758685,0.001737572313184613,0.0637359443110803,0.08311972028139707,0.031658476361993274,0.18767960466296477,0.0015550757678845645,0.0029905966668852734,-0.08165810205364563,-0.015937960412156692,0.15039959437923028,0.0
shap,39,0.11326748130910586,0.00033068137367545103,0.06887780923238158,0.07447053404446544,0.12304804001401087,0.17441363578567592,-0.014238578624584192,0.003244190632118421,-0.08223828547619327,-0.013031695138184196,0.1131239895102722,0.000745397119398139
shap,40,-0.5650987426220682,0.0,-0.11513706853197347,-0.09958119480449101,-0.11218624141784017,-0.3478797474677693,0.0,-0.012735337358013021,-0.09161199146773191,-0.011245800056983168,-0.5072489048120632,0.0
shap,41,0.06662774177651812,0.0024516608408583843,-0.04745276455523367,0.08140769273357248,-0.04160715378744861,0.21533028864047155,0.002064579789222115,0.0015348787000548786,-0.08507556987801933,-0.008772291878677257,0.03995824645184495,-0.0013402318737829044
shap,42,-0.23396708280342882,0.00089507652758683,-0.08824748377887234,-0.09410657621968394,-0.006180290211529826,-0.3017883695718818,0.0,-0.012874386626037765,-0.08641786278571531,-0.012804073214392697,0.006656538016461266,-0.0020415507960908075
shap,43,-0.18162449156889257,0.0,0.3841212572291382,-0.09012873977775974,0.09067457727286893,-0.24092777246283173,0.0,-0.010187274575323906,-0.08104588652469238,-0.009572097682654507,0.006394116719805919,-0.0011881059730270982
shap,44,-0.12228386021881221,-0.003302430635939324,0.3411864287041969,-0.0842602800454274,0.09105336643647835,-0.2914115502644833,0.002885441508115351,0.0045830625701063655,-0.06633271199594683,0.20177731813637,-0.005927816122746725,-0.001192459858143563
shap,45,0.043996535447373086,0.002943828072284216,0.3515362135045328,0.05410415732919749,0.10557806110659834,0.16913583813527622,0.0025211297622735884,0.004955694106652475,-0.07207145265517334,0.4982449731763221,0.28814811442914956,0.0062685031920881595
shap,46,0.25326037889963227,0.0,0.06792094966503763,0.04162200802241602,-0.005725041517708084,-0.22248350261738,0.0017831181340785868,-0.007105475094252697,-0.0860655084227687,-0.00873616657435357,0.004648356696503202,0.0
shap,47,0.20181745491489392,0.00134779320820895,0.054284949208776544,0.06763555753993147,0.01615227634634559,0.17029439056359802,0.0014489554102333282,0.0034335148147322248,-0.08364018571856069,-0.01255625326630605,0.08370066249744101,0.0
shap,48,-0.08493417031697498,-0.00045230940631344613,0.16485808431978488,0.08664314147788316,0.04644669359234917,0.212044013090481,0.0014044876502576353,0.0011335592915466403,-0.08311261739362266,-0.009774855223403489,0.040672725834700885,-0.002366234344110707
shap,49,-0.39621818892196964,0.0,0.026332420387547628,-0.09850178481599714,-0.007765025999748265,-0.32824032815604953,-0.014740559616348792,0.007978921297135927,-0.08904729156045837,-0.00828528544874474,-0.5005836539358903,-0.004116378500282458
shap,50,-0.02082952554222077,0.0007468577350364762,-0.17662987917676187,0.08177236116403988,0.05083625374461499,0.2229004579808732,0.0025424153812085987,0.0022327095571638388,-0.08542021500653672,-0.010230194931011335,0.037865605041875416,-0.0005227277777727357
shap,51,-0.6156873694326432,0.0,0.03710362513087213,-0.11563220140849648,-0.09464803548269557,0.05726990153136233,0.0,-0.0040455011353996125,-0.08682192836017821,-0.013639279760170158,-0.4303159276636341,-0.002073726195926273
shap,52,0.18437513350898405,0.0019633101314466828,0.29063016779391626,0.06559066210785991,0.08355511752814149,0.12616529131976995,-0.000604919874579668,0.005072206991996175,8.18809968458472,0.00898376105798171,0.016687211698363846,0.005316614517557383
shap,53,0.16702452062277123,0.0005212545541714575,-0.0579882696885444,0.04200621876213041,-0.037799388057070886,-0.21637369882946628,0.002721392350981306,-0.009033014585458198,-0.08601324457663014,-0.013110302936864965,0.12161718655652251,0.0028286037951775755
shap,54,0.2830842692255613,-0.001311042420752126,-0.042286373489661216,0.06459601870050724,-0.12365509892063226,0.22112732539684038,0.0033303337407865896,0.0019028268987888036,-0.08459753222658115,-0.008441673597657018,-0.026372926803485464,0.0
shap,55,0.1728265468169788,0.0,0.04656316817780949,0.061729479841522335,0.036583771621402236,0.14541188794612658,-0.014656790314754685,0.0030075617142208792,-0.08267337117122328,-0.0218325386630822,0.13362775739941535,0.0
shap,56,0.12667961700431973,0.0012785323405442653,0.32307671464148724,0.04010805464872426,-0.0038363495360475494,-0.21576494910041957,-0.0070365424832421475,-0.006479360229179727,-0.0802338630369735,0.01561195828089812,0.029496645718351255,0.005298105660838992
shap,57,-0.04301864437643698,-0.0007991020540997415,0.24950367701618664,0.07924059029918759,-0.09857021335797297,0.2046718567837306,0.002167108500374118,0.0017511447439556294,-0.08564056117594324,-0.009811325112673436,-0.043510346100297276,-0.0006193440865283062
shap,58,-0.4235635204718298,0.0,-0.3439038547458567,-0.11951987355432155,-0.03310687882490984,0.05310487125928818,-0.017979243323391948,0.001285143049531051,-0.08687869907661719,-0.015433000180692975,0.02002596109146426,0.0
shap,59,-0.5277941172732521,0.0,-0.0811753602872124,-0.11334821525793426,-0.10447167804445201,0.0599771620561565,-0.007731650611614571,-0.004774574637622264,-0.08824342372343347,-0.015482528021644959,-0.1895857723780302,-0.00301231745004249
shap,60,-0.03197371868716973,-0.006717695166259766,0.2809264162016827,0.07686420222148589,0.12172141603232009,0.18151377811165892,0.0014276336036694731,0.0027946223094505035,-0.08157882889370882,-0.012889367888036463,0.03288911934030869,0.0
shap,61,0.28927544773771396,0.003166447528186782,-0.05963482267292597,0.03623743837478538,0.01635290312009833,-0.28382684350250376,0.0028233670157619527,0.00725710151733459,-0.08698666676007405,-0.0072248952171250075,0.021129418770688906,0.0
shap,62,-0.5945386370468904,0.0,-0.07849278392514977,-0.12050868162078585,-0.04069571498338481,0.04063774899789803,0.0,0.002072734497008768,-0.08664746811015285,-0.014787749293447153,0.010287792190668606,-0.0023736126666337176
shap,63,-0.22502788025518314,0.003384979356910345,0.06809309847789617,0.08419540016524305,-0.008341258194675183,0.38193699639536105,0.0033323304476895604,-0.006969003390054795,-0.08359280056202242,-0.012822609746329205,0.06362310220362871,-0.0011747108700297382
shap,64,0.015181272884248198,-0.001553778267360334,-0.06906320894053795,0.04238258370160315,0.01790250807292093,-0.263898526406739,0.0024341239555852184,-0.01571002231542145,-0.08225376710719223,-0.013241234438266913,0.1899763200563428,0.0
